Name,Platform,RatingOutOf20,Publisher,Year,Classification,Genre
nhl 2k11,wii,12,take-two interactive,2010,+12,sports
nhl 2k3,ps2,15,sega,2002,+3,sports
nhl 2k6,ps2,16,take-two interactive,2005,+16,sports
nhl 2k7,ps3,17,take-two interactive,2006,+16,sports
nhl 2k8,ps3,16,take-two interactive,2007,+16,sports
nhl 2k9,ps3,15,take-two interactive,2008,+16,sports
nhl hitz 20-03,ps2,14,midway games,2002,unknown,sports
nhl hitz pro,ps2,14,midway games,2003,+12,sports
nhl blades of steel '99,n64,13,konami digital entertainment,1999,unknown,sports
ni no kuni: wrath of the white witch,ps3,17,namco bandai games,2011,+12,role-playing
nickelodeon dance,wii,11,take-two interactive,2011,+3,misc
nickelodeon fit,wii,14,take-two interactive,2010,+3,sports
nier,ps3,16,square enix,2010,+18,role-playing
nights: journey of dreams,wii,13,sega,2007,+7,platform
nights of azure,ps4,15,tecmo koei,2015,unknown,action
nightshade,ps2,14,sega,2003,+12,action
ninja assault,ps2,10,namco bandai games,2002,+12,shooter
ninja gaiden 3,ps3,12,tecmo koei,2012,+18,action
ninja gaiden: dragon sword,ds,14,tecmo koei,2008,+16,action
ninja gaiden sigma,ps3,15,eidos interactive,2007,+18,action
ninja gaiden sigma 2,ps3,17,ubisoft annecy,2009,+16,action
ninja reflex,wii,7,electronic arts,2008,+7,action
ninja reflex,ds,7,electronic arts,2008,+7,action
ninjabread man,wii,5,popcorn arcade,2007,+3,action
nintendo land,wiiu,16,nintendo,2012,+3,misc
true swing golf,ds,16,nintendo,2005,+3,sports
nintendogs,ds,16,nintendo,2005,+3,simulation
nitrobike,wii,8,ubisoft,2008,+3,racing
no man's sky,ps4,16,hello games,2016,unknown,action
no more heroes,wii,16,rising star games,2007,+16,action
no more heroes: heroes' paradise,ps3,16,konami digital entertainment,2010,+18,action
no more heroes 2: desperate struggle,wii,15,rising star games,2010,+18,action
the operative: no one lives forever,ps2,14,electronic arts,2002,unknown,shooter
no rules: get phat,gba,7,tdk mediactive,2001,+3,action
nobunaga's ambition: sphere of influence,ps4,17,tecmo koei,2014,unknown,strategy
north american hunting extravaganza,wii,5,zushi games,2008,+16,sports
over the hedge,ds,12,activision,2006,+3,platform
over the hedge,gba,9,activision,2006,unknown,platform
over the hedge,ps2,10,activision,2006,+3,platform
over the hedge: hammy goes nuts!,psp,10,activision,2006,+3,platform
over the hedge: hammy goes nuts!,ds,8,activision,2006,+3,platform
obscure: the aftermath,psp,14,playlogic game factory,2009,+16,action
oddworld: munch's oddysee,gba,14,thq,2003,+3,platform
odin sphere,ps2,16,square enix,2007,+12,role-playing
off-road drive,pc,13,1c company,2011,+12,racing
ogre battle 64: person of lordly caliber,n64,17,nintendo,1999,+12,role-playing
oil rush,pc,14,iceberg interactive,2012,+12,strategy
one piece: pirate warriors,ps3,16,namco bandai games,2012,+12,action
one piece: pirate warriors 2,ps3,15,namco bandai games,2013,+12,action
one piece unlimited cruise sp,3ds,8,namco bandai games,2011,+12,action
onechanbara: bikini zombie slayers,wii,9,d3publisher,2008,unknown,action
oni,ps2,15,take-two interactive,2001,+3,action
onimusha: blade warriors,ps2,13,capcom,2003,+12,fighting
onimusha: dawn of dreams,ps2,17,capcom,2006,+12,action
onimusha: warlords,ps2,15,virgin interactive,2001,+16,action
onimusha 2: samurai's destiny,ps2,17,capcom,2002,+16,adventure
onimusha 3: demon siege,ps2,17,capcom,2004,+16,action
onimusha tactics,gba,14,capcom,2003,+7,strategy
online chess kingdoms,psp,9,konami digital entertainment,2006,+12,misc
operation: vietnam,ds,10,majesco entertainment,2007,+12,shooter
operation flashpoint: dragon rising,ps3,14,codemasters,2009,+18,shooter
operation flashpoint: dragon rising,pc,14,codemasters,2009,+18,shooter
operation flashpoint: red river,pc,13,codemasters,2011,+18,shooter
operation flashpoint: red river,ps3,14,codemasters,2011,+18,shooter
winback: covert operations,n64,15,virgin interactive,1999,+12,shooter
winback 2: project poseidon,ps2,9,tecmo koei,2006,+12,shooter
opoona,wii,12,tecmo koei,2007,+7,role-playing
orcs & elves,ds,14,electronic arts,2007,+12,role-playing
order of war,pc,11,square enix,2009,+16,strategy
order up!!,3ds,14,funbox media,2011,+3,action
orphen: scion of sorcery,ps2,16,activision,2000,+12,role-playing
outlaw golf 2,ps2,13,global star,2004,+16,sports
outrun 2006: coast 2 coast,ps2,11,sega,2006,+3,racing
outrun 2006: coast 2 coast,psp,15,sega,2006,unknown,racing
overlord,pc,14,codemasters,2007,+16,strategy
overlord: dark legend,wii,15,codemasters,2009,+12,action
overlord: raising hell,ps3,16,codemasters,2008,+16,action
overlord ii,pc,15,codemasters,2009,+16,action
overlord ii,ps3,15,codemasters,2009,+16,action
pac-man party,wii,13,namco bandai games,2010,+7,misc
pac-man party 3d,3ds,13,namco bandai games,2011,+7,misc
pac-man world rally,ps2,11,namco bandai games,2006,+3,racing
pac-man world 2,ps2,14,namco bandai games,2002,+3,action
pac-man world 3,psp,9,namco bandai games,2005,+3,platform
pac-man world 3,ps2,12,namco bandai games,2005,+3,platform
pac-pix,ds,15,namco bandai games,2005,+3,puzzle
pac 'n roll,ds,14,namco bandai games,2005,+3,platform
painkiller,pc,17,dreamcatcher interactive,2004,+16,shooter
pandora's tower,wii,18,nintendo,2011,+12,role-playing
super swing golf,wii,14,nintendo,2006,+3,sports
paper mario,n64,15,nintendo,2000,+3,role-playing
paper mario: sticker star,3ds,15,nintendo,2012,+3,role-playing
paperboy,n64,11,midway games,1999,+3,action
paraworld,pc,15,deep silver,2006,+12,strategy
paris-dakar rally,ps2,9,acclaim entertainment,2001,+3,racing
patapon,psp,16,sony computer entertainment,2007,+7,misc
patapon 2,psp,16,sony computer entertainment,2008,+7,misc
patapon 3,psp,14,sony computer entertainment,2011,+7,misc
payday 2,ps3,14,505 games,2013,+18,shooter
payday 2,pc,18,505 games,2013,+18,shooter
pdc world championship darts 2008,wii,5,oxygen interactive,2008,+12,sports
perfect dark,n64,18,nintendo,2000,+3,action
shin megami tensei: persona 3,ps2,16,tecmo koei,2006,+12,role-playing
shin megami tensei: persona 4,ps2,17,atlus,2008,+16,role-playing
persona 4: arena,ps3,16,atlus,2012,unknown,fighting
persona q: shadow of the labyrinth,3ds,17,nippon ichi software,2014,+12,role-playing
phantasy star portable,psp,14,sega,2008,unknown,role-playing
phantasy star portable 2,psp,16,sega,2009,+12,role-playing
phantasy star universe,ps2,8,sega,2006,+12,role-playing
phantasy star universe: ambition of the illuminus,ps2,10,sega,2007,+12,role-playing
phantom brave,ps2,18,tecmo koei,2004,+12,role-playing
phantom brave: the hermuda triangle,psp,16,nippon ichi software,2010,unknown,role-playing
pharaoh,pc,17,vivendi games,1998,unknown,strategy
phineas and ferb,ds,14,disney interactive studios,2009,+3,action
phineas and ferb: across the 2nd dimension,ps3,14,disney interactive studios,2011,+7,action
phineas and ferb: across the 2nd dimension,ds,13,disney interactive studios,2011,+7,action
phineas and ferb: across the 2nd dimension,wii,14,disney interactive studios,2011,+7,action
phoenix wright: ace attorney,ds,17,capcom,2005,+3,adventure
phoenix wright: ace attorney - dual destinies,3ds,16,capcom,2013,+16,adventure
phoenix wright: ace attorney - justice for all,ds,16,capcom,2006,+12,adventure
phoenix wright: ace attorney - trials and tribulations,ds,17,capcom,2007,+12,adventure
picross 3d,ds,16,nintendo,2009,+3,puzzle
picross ds,ds,17,nintendo,2007,+3,puzzle
pictionary,wii,12,thq,2010,+3,puzzle
pictionary,ds,14,thq,2010,+3,puzzle
pikmin 3,wiiu,16,nintendo,2013,+7,strategy
pilot academy,psp,12,rising star games,2006,+3,simulation
pilotwings,snes,18,nintendo,1990,+3,simulation
pilotwings 64,n64,15,nintendo,1996,+3,simulation
pimp my ride: street racing,ps2,6,activision,2009,+3,racing
pimp my ride: street racing,ds,6,activision,2009,unknown,racing
pac-man pinball advance,gba,7,zoo digital publishing,2005,unknown,misc
ping pals,ds,5,thq,2004,+3,misc
pinobee: wings of adventure,gba,12,hudson entertainment,2001,+3,platform
pirates: duels on the high seas,ds,12,oxygen interactive,2008,+3,action
pirates: the legend of black kat,ps2,14,electronic arts,2002,+12,adventure
pirates of the caribbean: the legend of jack sparrow,ps2,10,ubisoft,2006,+12,adventure
pirates of the caribbean: dead man's chest,psp,11,disney interactive studios,2006,+12,adventure
pirates of the caribbean: dead man's chest,gba,12,disney interactive studios,2006,+12,adventure
pirates of the caribbean: dead man's chest,ds,10,disney interactive studios,2006,unknown,adventure
pirates of the burning sea,pc,13,koch media,2008,+12,role-playing
pitfall: the mayan adventure,gba,12,interplay,2001,+3,platform
pitfall: the lost expedition,gba,13,activision,2003,+3,platform
pitfall: the lost expedition,ps2,14,activision,2004,+3,platform
planescape: torment,pc,18,interplay,1998,+16,role-playing
planet of the apes,gba,14,ubisoft,2001,+3,action
plants vs. zombies,ds,13,mastertronic,2011,+3,strategy
plants vs. zombies,ps3,15,popcap games,2011,+3,strategy
plants vs. zombies,pc,14,popcap games,2009,+3,strategy
plants vs. zombies: garden warfare,ps4,14,electronic arts,2014,+3,shooter
platypus,psp,11,funsta,2006,+3,shooter
playboy: the mansion,ps2,9,ubisoft,2005,+16,simulation
playstation all-stars battle royale,ps3,14,sony computer entertainment,2012,+12,action
playstation move heroes,ps3,7,sony computer entertainment,2011,+3,platform
pokémon mystery dungeon: blue rescue team,ds,13,nintendo,2005,+3,role-playing
pocket monsters stadium,n64,12,nintendo,1998,+3,strategy
pokémon stadium 2,n64,14,nintendo,2000,+3,strategy
pokémon trading card game,gb,16,nintendo,1998,+3,strategy
pokémon crystal version,gb,15,nintendo,2000,+3,role-playing
pokémon emerald version,gba,15,nintendo,2004,+3,role-playing
pokémon platinum version,ds,16,nintendo,2008,+3,role-playing
poképark wii: pikachu's adventure,wii,13,nintendo,2009,+3,adventure
polarium,ds,14,nintendo,2004,+3,puzzle
pony friends,ds,12,eidos interactive,2007,+3,simulation
pony friends 2,pc,4,eidos interactive,2009,+3,simulation
yoshi's woolly world,wiiu,14,nintendo,2015,+3,platform
pool party,wii,6,southpeak games,2007,+3,sports
popeye: rush for spinach,gba,3,atari,2005,+3,platform
popolocrois,psp,12,ignition entertainment,2005,+3,role-playing
popstar guitar,wii,4,midway games,2008,+12,misc
port royale 2,pc,10,ascaron entertainment gmbh,2004,+7,strategy
portal 2,ps3,19,valve,2011,+12,shooter
portal 2,pc,19,valve software,2011,+12,shooter
post mortem,pc,16,microids,2003,unknown,adventure
power rangers: dino thunder,ps2,9,thq,2004,+3,action
power rangers: dino thunder,gba,7,thq,2003,unknown,action
power rangers: ninja storm,gba,7,thq,2003,+12,misc
power stone collection,psp,14,capcom,2006,+12,action
praetorians,pc,16,eidos interactive,2003,+12,strategy
predator: concrete jungle,ps2,9,vivendi games,2005,+18,action
prehistorik man,gba,17,thq,2001,+3,platform
prey,pc,16,take-two interactive,2006,+18,shooter
primal,ps2,16,sony computer entertainment,2003,+12,action
prince of persia,ps3,16,ubisoft,2008,+7,action
prince of persia: warrior within,ps2,16,ubisoft,2004,+16,action
prince of persia: the two thrones,ps2,18,ubisoft,2005,+16,action
prince of persia: the sands of time,gba,18,ubisoft,2003,+3,action
prince of persia: the sands of time,ps2,19,ubisoft,2003,+3,action
prince of persia: the forgotten sands,pc,15,ubisoft,2010,+12,action
prince of persia: the forgotten sands,psp,13,ubisoft,2010,+12,action
prince of persia: the forgotten sands,ds,12,ubisoft,2010,unknown,action
prince of persia: the forgotten sands,wii,16,ubisoft,2010,+12,action
prince of persia: the forgotten sands,ps3,15,ubisoft,2010,unknown,action
princess on ice,ds,6,505 games,2008,+3,sports
prinny: can i really be the hero?,psp,14,tecmo koei,2008,+3,platform
"prinny 2: dawn of operation panties, dood!",psp,15,nippon ichi software,2010,+3,platform
prism: light the way,ds,13,eidos interactive,2007,+3,puzzle
prison break: the conspiracy,ps3,7,deep silver,2010,+16,action
pro evolution soccer,ps2,18,konami digital entertainment,2001,+3,sports
pes 2009: pro evolution soccer,wii,14,konami digital entertainment,2009,+3,sports
pes 2009: pro evolution soccer,ps2,15,konami digital entertainment,2008,+3,sports
pes 2009: pro evolution soccer,ps3,15,konami digital entertainment,2008,+3,sports
professor layton and the last specter,ds,17,nintendo,2009,+7,puzzle
professor layton and the curious village,ds,18,nintendo,2007,+7,puzzle
professor layton and the diabolical box,ds,18,nintendo,2007,+7,puzzle
professor layton and the unwound future,ds,18,nintendo,2008,+7,puzzle
professor heinz wolff's gravity,ds,12,deep silver,2008,unknown,puzzle
project: snowblind,ps2,14,eidos interactive,2005,+12,action
project eden,ps2,13,eidos interactive,2001,+16,action
feel the magic xy/xx,ds,15,sega,2004,+12,puzzle
project x zone,3ds,15,namco bandai games,2012,+12,role-playing
fatal frame,ps2,17,wanadoo,2001,+16,action
fatal frame iii: the tormented,ps2,17,take-two interactive,2005,+18,action
fatal frame ii: crimson butterfly,ps2,17,ubisoft,2003,+16,action
psi-ops: the mindgate conspiracy,ps2,15,midway games,2004,+18,shooter
psychonauts,ps2,17,majesco entertainment,2005,+12,platform
punch king,gba,12,acclaim entertainment,2002,+7,fighting
punch-out!!,wii,17,nintendo,2007,+3,sports
punch-out!!,wii,17,nintendo,2007,unknown,sports
puppeteer,ps3,17,sony computer entertainment europe,2013,+12,platform
puppy luv: spa and resort,ds,5,activision,2007,+3,simulation
pure,ps3,16,disney interactive studios,2008,+3,racing
pursuit force,psp,12,sony computer entertainment,2005,+12,racing
pursuit force: extreme justice,psp,14,sony computer entertainment,2007,+12,action
space bust-a-move,ds,15,square enix,2008,+3,puzzle
bust-a-move universe,3ds,12,square enix,2011,+3,puzzle
puzzle chronicles,psp,7,konami digital entertainment,2010,+12,puzzle
planet puzzle league,ds,15,nintendo,2007,+3,puzzle
puzzle quest: challenge of the warlords,wii,15,d3publisher,2007,+3,puzzle
puzzle quest: challenge of the warlords,psp,15,d3publisher,2007,+3,puzzle
puzzle quest: challenge of the warlords,ds,15,d3publisher,2007,+3,puzzle
puzzle quest: galactrix,ds,13,d3publisher,2009,+3,puzzle
puzzle quest 2,ds,14,d3publisher,2010,+7,puzzle
quake 4,pc,12,activision,2005,+18,shooter
quake ii,n64,16,activision,1999,+16,shooter
quake iii: revolution,ps2,17,electronic arts,2001,unknown,shooter
quantum theory,ps3,6,tecmo koei,2010,+16,shooter
r-type final,ps2,15,metro 3d,2003,+3,shooter
r-type iii: the third lightning,gba,8,zoo digital publishing,2004,+3,shooter
r-type command,psp,14,rising star games,2007,+3,strategy
grid,ps3,15,codemasters,2008,+7,racing
racquet sports,ps3,8,ubisoft,2010,+3,sports
racquet sports,wii,7,ubisoft,2010,+3,sports
radiant historia,ds,17,atlus,2010,unknown,role-playing
rage,ps3,18,bethesda softworks,2011,+18,shooter
rage,pc,18,bethesda softworks,2011,+18,shooter
rail simulator,pc,13,electronic arts,2007,+3,simulation
railroad tycoon 3,pc,14,gathering of developers,2003,+3,strategy
tom clancy's rainbow six: lockdown,ps2,10,ubisoft,2005,+16,shooter
tom clancy's rainbow six: rogue spear,gba,15,ubisoft,2002,+12,shooter
tom clancy's rainbow six 3,ps2,15,ubisoft,2004,+12,shooter
tom clancy's rainbow six: vegas,ps3,17,ubisoft,2007,+16,shooter
tom clancy's rainbow six: vegas,psp,14,ubisoft,2007,+16,shooter
tom clancy's rainbow six: vegas 2,pc,16,ubisoft,2008,+16,shooter
tom clancy's rainbow six: vegas 2,ps3,16,ubisoft,2008,+16,shooter
disney tangled,wii,14,disney interactive studios,2010,+3,action
disney tangled,ds,11,disney interactive studios,2010,+3,action
rally fusion: race of champions,ps2,13,activision,2002,+3,racing
rampage: total destruction,wii,9,midway games,2006,+12,action
rampage: total destruction,ps2,9,midway games,2006,+12,action
rampage 2: universal tour,n64,12,gt interactive,1999,unknown,action
rapala pro fishing,gba,8,zoo digital publishing,2004,+3,sports
rapala pro fishing,ps2,10,zoo digital publishing,2004,unknown,sports
ratatouille,ps3,12,thq,2007,+3,action
ratatouille,gba,12,thq,2007,+3,action
ratatouille,ds,10,thq,2007,+3,action
ratatouille,ds,4,thq,2007,+3,action
ratatouille,psp,10,thq,2007,+3,action
ratatouille,pc,12,thq,2007,+3,action
ratatouille,wii,12,thq,2007,+3,action
ratatouille,ps2,12,thq,2007,+3,action
ratchet: deadlocked,ps2,15,sony computer entertainment,2005,+3,shooter
ratchet & clank,ps2,17,sony computer entertainment,2002,+3,platform
raw danger!,ps2,11,505 games,2006,+7,action
rayman: hoodlum's revenge,gba,11,ubisoft,2005,+3,platform
rayman 2: the great escape,n64,18,ubisoft,1999,+3,platform
rayman 3,gba,17,ubisoft,2003,+3,platform
rayman 3: hoodlum havoc,pc,18,ubisoft,2003,+3,platform
rayman 3: hoodlum havoc,ps2,18,ubisoft,2003,+3,platform
rayman 3d,3ds,13,ubisoft,2011,+7,platform
rayman raving rabbids,ds,12,ubisoft,2007,+3,misc
rayman raving rabbids,pc,12,ubisoft,2006,+3,misc
rayman legends,ps4,17,ubisoft,2014,+7,platform
rayman legends,ps3,17,ubisoft,2013,+7,platform
rayman legends,wiiu,18,ubisoft,2013,+7,platform
rayman origins,3ds,15,ubisoft,2012,+7,platform
